Filename,Content
Stack Vs Queue.md,"Stack Vs Queue.md

> [!warning] Warning!
> Not related to the [[Stack vs Heap|stack]] when referring to [[(Computer) Memory Conceptually]]. This page's contents refer more to how you operate on a [[Lists|list]]. They're not a physical part of memory, more a level of abstraction that helps keep things efficient. 

### Stack:
Operating on a list in buffer ***Last In, First Out***. This is kinda like working on a stack of vertical poker chips. Elements are only ever added, read or removed from the *front* (top) of the list
##### Implement them?
Basically, any implementation of lists can be restricted to operate as a stack. 

### Queue:
Conversely, elements added to the back (of the queue), then the ones at the front of the queue are read / removed from the front. ***First In, First Out***. 


![[Screenshot 2023-10-14 at 11.44.49 a.m..png|400]]"
Functions with Relation to Sets.md,"Functions with Relation to Sets.md

### The Identity Function
Literally just a function that sends the input straight back out as output. 

### Being Well-Defined:
If you define a [[Functions]] but it fails one of the pre-requisites of actually being a function."
Load Balancers.md,"Load Balancers.md

## What
A server that handles incoming traffic and distributes it to the actual servers.

![[Pasted image 20240910173523.png|500]]

### Strategies for Balancing Big Loads 😉
- **Round Robin:** Simple af. Just serve your servers in an iterative fashion and loop back around to the first once you've served them all.
	- **Works for:** Servers of equal specs and workloads of relatively equal size.
- **Least Connections:** Sends work to the servers based on how busy they already are.
	- **Good for**: Longer tasks or when server load isn't evenly distributed
- **Least Response Times**: Choses the most responsive, least laggy *and* least connected-to server. 
- **IP Hasher**: Gets Hash of IP and gives it to a server. Semi-equally-randomly directs a client to a server based on the client's hash. 
	- **Good For**: Ensuring a client has consistent access to servers.
- **Weighted Algo's**: Basically the same vibe for the first few, but each server is assigned weighting based on how busy / capable it is.

### What about a Load Balancer Failure?
- Add redundant load balancers to avoid this."
Chebyshev's Inequality.md,"Chebyshev's Inequality.md

### What is it?
It's actually quite a neat rule. The rule states, for any $k \geq 1$, $(1-\frac{1}{k^2})\%$ of the data lies $k$ standard deviations away from the mean. This is not specific to any shape of distribution. Some [[Probability Distributions - PMF vs PDF vs CDF vs More|probability distributions]] have more specific formulae to get even tighter bounding. 

### Formally:
![[Screenshot 2023-11-08 at 1.51.11 p.m..png|600]]"
Sorting Algorithms.md,"Sorting Algorithms.md

There's a variety of different [[INF2 - Introduction to Algorithms and Data Structures (IADS)|algorithms]] that all have different [[Time Complexity]]. Below are some examples:

- [[Insert Sort]]"
Fovea.md,"Fovea.md

### What:
It's a section at the back of the eye at the centre of the retina. It's responsible for the bit of your vision that's in focus. 

### How it's different to the rest of the eye:
There's a super high concentration of cone photoreceptors (responsible for colour). At the fovea, there's a 1-1 mapping of cones to nerves. This helps with processing sharpness / detail. 


![[fovea-678x446.gif.jpeg|500]]"
Co-domain.md,"Co-domain.md

### Definition:
> [!tldr] Short Definition
>The possible output space of a function. Eg, Natural numbers. Not entirely the same as [[Range of Function]]. The ROD is always subset of the Co-Domain."
Speech Recognition.md,"Speech Recognition.md

## What:
How does Siri actually understand what you're saying? Well all of [[Sound]] is broken up into waves (picture below)"
Quotient Remainder Theorem.md,"Quotient Remainder Theorem.md

For any integer: 
$a$ and any positive integer $b$, there exist unique integers $q$ (the quotient) and $r$ (the remainder) such that:

> $a=bq+r$

where 

> $0≤r<b$."
Binomial Random Variables.md,"Binomial Random Variables.md

Similar to [[Random Variable (Probability)]]:

### Binomial Random Variables
Imagine you're flipping a coin several times, and you're only interested in how many times it lands heads up. This situation, where you have a fixed number of identical trials (coin flips), and you're counting the number of successes (heads), can be described by a binomial random variable.

- **Trials**: You flip the coin 10 times.
- **Success**: The coin lands on heads.
- **Probability**: There's a 50% chance for heads on each flip.

Your binomial random variable X represents the number of heads you get in those 10 flips.

#### Expectation of Binomial Random Variables:
The number of successes you can expect after repeating an experiment many, many times.

#### Variance of a Binomial Random Variable
Variance for a binomial random variable measures how much the number of successes is likely to fluctuate from the expected value.

Still with the coin:
- You would not always get exactly 5 heads in 10 flips; sometimes it could be 3, other times 7. Variance captures this spread of possible outcomes around the expected 5 heads.

The formula for the variance of a binomial random variable $X$ with $n$ trials and probability of success $p$ is $n×p×(1−p)$. For our coin:

- Variance $=10×0.5×0.5=2.5$

This means if you repeatedly flipped the coin 10 times, the number of heads would typically vary from the average (5 heads) by about the square root of 2.5, which is about 1.58 (the standard deviation).

So while you expect 5 heads on average, it's typical to see a number of heads that's plus or minus around 1 or 2 from that average in any given set of 10 flips."
Containment.md,"Containment.md

As defined in [[The Coming Wave]]:
> [!quote] Definition
> *How do we keep a grip on the most valuable technologies ever created as the become cheaper and proliferate further ([[Technology|The Law of Technology]]).* Creators very quickly lose control of their invention. Henry Ford would not be able to stop a car accident today. 

This is closely related to the idea of [[Alignment]] in [[AI]]; 
> [!seealso] Alignment
>*How do we align the intentions of models more powerful than humans with the intentions of humans?* 

### Does containment ever work?
Take nuclear weapons. They never really proliferated (or were in huge demand by the common public). There were serious efforts in reducing its proliferation because of [[Mutually Assured Destruction]]."
EUFS.md,"EUFS.md

> [!danger] What is EUFS?
> ***Edinburgh University Formula Student*** *is a **student society** that builds [[Autonomous Vehicles|self-driving]] race cars from scratch*. We then compete these race cars in the yearly competition in Silverstone, England (where they race the F1 🤓) against teams from all over Europe. The society played a big part of life at [[University of Edinburgh|University]].

## What Do I Do at EUFS?
Currently, I'm working on using [[AI|Machine Learning]] for global path optimisation. More on that to come...

#### Previously at Formula Student:
In my first year, I was part of the ***[[Statics]]*** sub-team. When we want to Silverstone, we got awarded the best presentation they'd seen that year. We presented on:
- *The Risks of Bias in Black Box Self-Driving Models*
- *Neuro-symbolic AI as a Safety-First Learning Algorithm*
- *[[World's Readiness for SAE Level 4]]*

![[DSC_4899.jpg]] 
*Presenting our RWAI presentation*

## What Actually *Is* Formula Student:
It's a competition in Silverstone that's split into 2 sides, ADS *(Autonomous Driving System)* and DDT *(Dynamic Driver Tasks)* -> Think self-driving and driver-yes cars respectively. ***EUFS is one of the only teams in the UK that's building a car that can be driven by people and self-drive as well** (Dubbed the ADS Car).* 

#### ADS (Driverless):
This side focuses on writing the software that allows a car (normally one that the [IMechE](https://www.imeche.org/events/formula-student) provides) to drive itself. Our software team is split into several parts, including [[Localisation and Mapping|localisation and mapping]], [[Planning and Control|planning and control]], [[Perception|perception]] and more. (This is essentially the [[Software for AVs|stack]] that runs on self-driving car [[Cruise|companies]]). 

For the RL path optimisation, I'm working quite closely with *planning and control* and *simulation*.
##### ADS Challenges:
To prove you'd made something somewhat decent, they put your software through the ringer with a battery of tests. Everything from driving on unseen tracks *(as fast as possible)* to essentially drag races *(measuring start-top speed-stop times)*. 

![[DSC_7151.jpg]]
*Our software competing on the IMechE car. (We won ;) )*
#### DDT (Driver-yes):
This part builds the race-car from scratch. For a bunch of reasons, the actual building of the race-car hasn't been our strength (we've not submitted a working car while I've been at University - yet...). But there is hope. 


> [!hint] Reflection
> I'm incredibly grateful I joined EUFS in 1st year. Made great friends and [[Learning|learned]] the importance of good inspirational leadership - lessons I then took to [[EdinburghAI]]. Also, got some *sick* photos. Credit to good friend [Nikita](https://www.linkedin.com/in/nikitajegorovs/):

![[DSC_4078.jpg]]![[DSC_7202.jpeg]]![[DSC_4065.jpeg]]"
Uniform Distribution.md,"Uniform Distribution.md

### Simply:
![[maxresdefault.jpg|400]]

If every [[Random Variable (Probability)|continuous random variable]] between $a$ and $b$ have an equal chance of happening, the [[Probability Distributions - PMF vs PDF vs CDF vs More|probability distribution]] looks like above."
Logic Gates.md,"Logic Gates.md

### What are they?
- ***Simply***: Physical implementations of Boolean Functions.
### Examples:
![[NV_0501_Byers_Large.jpg|500]]

1. **AND Gate**: Outputs true (1) only if all the inputs are true.
2. **OR Gate**: Outputs true if at least one of the inputs is true.
3. **NOT Gate** (also known as an inverter): Outputs the opposite of the input; if the input is true, it outputs false, and vice versa.
4. **NAND Gate**: Outputs the opposite of the AND gate; it outputs true if at least one input is false.
	1. ***Fun fact:*** You can make any other gate by just using a collection of these. 
5. **NOR Gate**: Outputs true only if all inputs are false.
6. **XOR Gate** (Exclusive OR): Outputs true if the inputs are different.
7. **XNOR Gate** (Exclusive NOR): Outputs true if the inputs are the same.
8. **Multi-Input Gate:** You can have both *and* and *or* gates. It would be true if *all* inputs are true or *at least one* is respectively.

### Functionally Complete
It's the idea that anything can be logically created from the most basic barebones. 
*EG*: Any logical function can be made from:
- `{AND, NOT}`
- `{OR, NOT}`
- `{NAND}`
- `{NOR}`"
